typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw
bruecke,bruecke.184,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,52.009,52.021,"Durchlass (Neumahdfeldbach) LW 2,30m",B190 048,1930,9,
bruecke,bruecke.197,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,47.226,47.24,Müllerbachdurchlass 1,B190 037,1986,9,
bruecke,bruecke.202,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,23.584,23.623,Fußgängerunterführung Bärenkreuzung,B190 021,1974,9,
bruecke,bruecke.239,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,49.563,49.573,Fischbachbrücke,B190 042,1956,9,
bruecke,bruecke.249,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,63.176,63.195,Leiblachbrücke Unterhochsteg (Grenze),B190 063,1950,9,
bruecke,bruecke.255,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,12.653,12.675,Mengbachbrücke,B190 008,1932,9,
bruecke,bruecke.264,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,59.852,59.866,Schanzgrabendurchlass,B190 084,2011,9,
bruecke,bruecke.271,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,47.24,47.257,Müllerbachdurchlass 2,B190 038,1986,9,
bruecke,bruecke.284,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,3.983,4.035,Galgentobelbrücke,B190 004,1900,9,
bruecke,bruecke.303,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,61.988,61.998,Lochauerbachbrücke,B190 060,1935,9,
bruecke,bruecke.345,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,30.604,30.678,Frutzbrücke,B190 026,2012,9,
bruecke,bruecke.348,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,42.784,42.801,Brücke über die Schollenstraße,B190 033,1984,9,
bruecke,bruecke.354,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,16.899,16.911,Fußgängerunterführung Galina,B190 011,1994,9,
bruecke,bruecke.362,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,51.91,51.925,Neumahdfeldbachbrücke (Weitriedgraben),B190 047,1930,9,
bruecke,bruecke.363,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,0.915,0.982,Fußgängerbrücke über die ÖBB Bludenz,B190 002a,1970,9,
bruecke,bruecke.368,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,19.6,19.634,Unterführung der L54,B190 067,1989,9,
bruecke,bruecke.371,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,53.246,53.262,Wolfurter Landgrabendurchlass,B190 051,2017,9,
bruecke,bruecke.380,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,63.109,63.154,Mühlbachbrücke 2,B190 062,1997,9,
bruecke,bruecke.388,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,31.358,31.383,Ratzbachbrücke,B190 028,2016,9,
bruecke,bruecke.411,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,50.422,50.444,Haselstauderbachbrücke,B190 043,1956,9,
bruecke,bruecke.416,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,0.921,0.942,Brücke über die ÖBB Bludenz,B190 002,1997,9,
bruecke,bruecke.418,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,0,0,Oberlochauerbachbrücke,B190 091,,9,
bruecke,bruecke.433,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,52.13,52.153,Hohe Brücke,B190 049,1990,9,
bruecke,bruecke.440,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,62.684,62.722,Ruggbachbrücke,B190 061,1935,9,
bruecke,bruecke.459,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,56.887,56.897,Fußgängerunterführung Losergasse,B190 054,1970,9,
bruecke,bruecke.465,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,20.155,20.177,Saminabrücke,B190 014,1987,9,
bruecke,bruecke.477,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,47.115,47.153,Sägerbrücke,B190 036,2014,9,
bruecke,bruecke.491,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,47.9,48.115,Tiefgarage Dornbirn,B190 081,2008,9,
bruecke,bruecke.509,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,34.099,34.111,Kalkofenbachdurchlass,B190 080,2008,9,
bruecke,bruecke.514,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,11.938,11.96,Nasotbrücke über den Gemeindeweg,B190 006,1934,9,
bruecke,bruecke.519,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,26.56,26.569,Naflabrücke,B190 024,1966,9,
bruecke,bruecke.525,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,16.195,16.22,Düker Walgaukraftwerk,B190 009,1981,9,
bruecke,bruecke.542,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,58.732,58.748,Fußgängerunterführung Tourismushaus 1,B190 076,1996,9,
bruecke,bruecke.554,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,57.625,57.671,Überführung der L190 über den Citytunnel,A 14 T02,,9,
bruecke,bruecke.570,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,45.313,45.332,Fußgängerunterführung Wallenmahd,B190 035,1971,9,
bruecke,bruecke.590,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,35.467,35.48,Emmebachbrücke,B190 030,1960,9,
bruecke,bruecke.597,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,58.766,58.782,Fußgängerunterführung Tourismushaus 2,B190 077,1996,9,
bruecke,bruecke.603,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,23.402,23.41,Fußgängerunterführung Schloßgraben,B190 020,1975,9,
bruecke,bruecke.616,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,43.811,43.839,Landgrabenbrücke 1,B190 034,1958,9,
bruecke,bruecke.630,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,57.26,57.27,"Überführung Riedberg- Radwegtunnel",B190 088,,9,
bruecke,bruecke.638,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,19.629,19.679,Gießenbachdurchlass,B190 013,1989,9,
bruecke,bruecke.652,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,27.52,27.549,Mühlbachbrücke 1,B190 025,1958,9,
bruecke,bruecke.659,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,1.067,1.088,Fußgängerunterführung St Peter,B190 003,1976,9,
bruecke,bruecke.675,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,42.147,42.173,Ermenbachbrücke,B190 032,1920,9,
bruecke,bruecke.330,8    -L 190 -  22-R 2,L190-22-R2,Vorarlberger Straße Felsenau - Rampe 2,RFB 1,0,0.127,Brücke über L190 und Ill,B190 018,1980,5,
bruecke,bruecke.460,8    -L 190 -    -D,L190-D,Vorarlberger Straße,RFB 1,41.295,41.311,Emsbachbrücke Schillerallee,B190 083,2009,5,
bruecke,bruecke.22,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,51.448,51.46,V43a Landgrabendurchlass,B190 046,2007,5,
bruecke,bruecke.56,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,22.491,22.574,Brücke über L190 und Ill,B190 018,1980,5,
bruecke,bruecke.66,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,22.574,23.024,Illbrücke Felsenau R,B190 019 R,1980,5,
bruecke,bruecke.243,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,2.518,2.53,Brunnenbachbrücke 1,B190 064,1996,5,
bruecke,bruecke.584,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,22.254,22.274,Blödlebachdurchlass 3,B190 017,1980,5,
bruecke,bruecke.592,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,22.272,22.283,Durchlass Verbandsammler,B190 089,1980,5,
bruecke,bruecke.645,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,5.501,5.615,W27R Überführung der B190,A 14 127 R,1980,5,
bruecke,bruecke.129,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,22.295,22.285,Durchlass Verbandsammler,B190 089,1980,5,
bruecke,bruecke.159,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,23.035,22.58,Illbrücke Felsenau L,B190 019 L,1980,5,
bruecke,bruecke.317,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,22.268,22.256,Blödlebachdurchlass 3,B190 017,1980,5,
bruecke,bruecke.341,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,51.455,51.467,V43a Landgrabendurchlass,B190 046,2007,5,
bruecke,bruecke.535,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,5.606,5.501,W27L Überführung der B190,A 14 127 L,1980,5,
bruecke,bruecke.80,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0,0.017,Fußgängerunterführung Bärenkreuzung,B190 021,1974,9,
bruecke,bruecke.151,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0.406,0.418,Hämmerle Verbindungskanal,B191 006,1924,9,
bruecke,bruecke.232,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,1.926,1.973,Fußgängerunterführung Tisis,B191 005,1979,9,
bruecke,bruecke.297,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0.132,0.138,Fußgängerunterführung Hirschgraben,B191 001,1973,9,
bruecke,bruecke.397,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0.363,0.382,Fußgängerunterführung Keckgründe (unterer Hirschgraben bei Garzon),B191 002,1973,9,
bruecke,bruecke.564,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0.418,0.467,Montfortbrücke,B191 003,1974,9,
bruecke,bruecke.50,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,9.449,9.467,Gargellenbachbrücke,B192 012,1969,9,
bruecke,bruecke.96,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,5.62,5.661,Suggadinbachbrücke 1,B192 006,1957,9,
bruecke,bruecke.179,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2.614,2.636,Klehenztobelbrücke,B192 003,1967,9,
bruecke,bruecke.189,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,0,0,Leitungsträgerbrücke,B192 006a,,9,
bruecke,bruecke.215,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,0.078,0.113,Illbrücke Badmunt,B192 001,1917,9,
bruecke,bruecke.247,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6.106,6.142,Valiserabrücke,B192 007,2012,9,
bruecke,bruecke.258,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,9.94,9.963,Valzifenzbachbrücke,B192 013,1971,9,
bruecke,bruecke.266,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7.594,7.607,Fidelisbachbrücke,B192 015,2006,9,
bruecke,bruecke.324,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7.001,7.025,Sarottlatobelbrücke,B192 009,2005,9,
bruecke,bruecke.373,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,8.567,8.584,Röbibachbrücke,B192 010,1989,9,
bruecke,bruecke.405,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,0.063,0.073,Radwegunterführung Badmunt,B192 014,2000,9,
bruecke,bruecke.427,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2.829,2.869,Krafttobelbrücke,B192 004,1937,9,
bruecke,bruecke.454,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6.726,6.734,"Fischbachbrücke LW 2,50",B192 017,2006,9,
bruecke,bruecke.470,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2.341,2.372,Gweilbachbrücke,B192 002,1988,9,
bruecke,bruecke.486,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,8.843,8.854,Rongbachbrücke,B192 011,1990,9,
bruecke,bruecke.503,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7.29,7.303,"Plattenbrücke LW 2,50",B192 016,2006,9,
bruecke,bruecke.632,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6.605,6.637,Suggadinbachbrücke 2,B192 008,1967,9,
bruecke,bruecke.669,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,5.44,5.454,Tiefgrabenbrücke,B192 005,1958,9,
bruecke,bruecke.8,8    -L 193 -    -,L193,Faschinastraße,RFB 1,38.541,38.594,Bregenzerachbrücke Au,B193 045,1980,7.2,
bruecke,bruecke.14,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18.412,18.45,Rüfanerbachbrücke,B193 019,1900,7.2,
bruecke,bruecke.37,8    -L 193 -    -,L193,Faschinastraße,RFB 1,13.842,13.867,Eschtobelbrücke,B193 014,1957,7.2,
bruecke,bruecke.44,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32.095,32.145,Gaistobelbrücke (Laubenbach),B193 033,1954,7.2,
bruecke,bruecke.58,8    -L 193 -    -,L193,Faschinastraße,RFB 1,27.84,27.86,Oberdamülserbachdurchlass,B193 028,1982,7.2,
bruecke,bruecke.74,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.478,33.513,Kiesgrubenbrücke,B193 037,1969,7.2,
bruecke,bruecke.88,8    -L 193 -    -,L193,Faschinastraße,RFB 1,16.364,16.397,Ladritschbrücke,B193 017,1880,7.2,
bruecke,bruecke.110,8    -L 193 -    -,L193,Faschinastraße,RFB 1,15.446,15.465,Fischbrücke,B193 016,1954,7.2,
bruecke,bruecke.120,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12.938,13.019,Hangbrücke 1,B193 012,1968,7.2,
bruecke,bruecke.133,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.915,33.935,Spargewölbe Prof 82-84,B193 048,1954,7.2,
bruecke,bruecke.143,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32.316,32.341,Argenwaldbrücke,B193 034,1959,7.2,
bruecke,bruecke.173,8    -L 193 -    -,L193,Faschinastraße,RFB 1,4.081,4.123,Lutzbrücke,B193 003,1946,7.2,
bruecke,bruecke.181,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.961,33.995,Stucklitobelbrücke,B193 039,1954,7.2,
bruecke,bruecke.187,8    -L 193 -    -,L193,Faschinastraße,RFB 1,13.48,13.497,Litzentobelbrücke,B193 013,1932,7.2,
bruecke,bruecke.207,8    -L 193 -    -,L193,Faschinastraße,RFB 1,28.632,28.802,Krumbachbrücke,B193 030,1983,7.2,
bruecke,bruecke.217,8    -L 193 -    -,L193,Faschinastraße,RFB 1,36.872,36.913,Argenbachbrücke,B193 044,1962,7.2,
bruecke,bruecke.224,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20.071,20.089,Rohrdurchlass Buchholzgraben,B193 022,1973,7.2,
bruecke,bruecke.273,8    -L 193 -    -,L193,Faschinastraße,RFB 1,34.739,34.772,Ledertobelbrücke,B193 041,1972,7.2,
bruecke,bruecke.279,8    -L 193 -    -,L193,Faschinastraße,RFB 1,11.699,11.705,Gehsteigüberdeckung Durchlasseinlaufbauwerk,B193 050,1999,7.2,
bruecke,bruecke.288,8    -L 193 -    -,L193,Faschinastraße,RFB 1,7.13,7.175,Schloßtobelbrücke,B193 007,1998,7.2,
bruecke,bruecke.305,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32.809,32.855,Hangbrücke 2,B193 035,1969,7.2,
bruecke,bruecke.311,8    -L 193 -    -,L193,Faschinastraße,RFB 1,23.233,23.261,Angerlitterbrücke,B193 025,1968,7.2,
bruecke,bruecke.318,8    -L 193 -    -,L193,Faschinastraße,RFB 1,1.214,1.26,Mühlbachdurchlass,B193 002,1992,7.2,
bruecke,bruecke.333,8    -L 193 -    -,L193,Faschinastraße,RFB 1,35.596,35.624,Wiesbachbrücke,B193 042,1963,7.2,
bruecke,bruecke.357,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18.264,18.306,Türtschbrücke,B193 018,1938,7.2,
bruecke,bruecke.365,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20.31,20.393,Kehrenbrücke,B193 023,1975,7.2,
bruecke,bruecke.377,8    -L 193 -    -,L193,Faschinastraße,RFB 1,29.76,29.841,Plattentobelbrücke,B193 031,2011,7.2,
bruecke,bruecke.389,8    -L 193 -    -,L193,Faschinastraße,RFB 1,19.617,19.779,Atzibachbrücke,B193 021,1974,7.2,
bruecke,bruecke.419,8    -L 193 -    -,L193,Faschinastraße,RFB 1,4.189,4.203,Brücke über die Druckrohrleitung der VKW,B193 004,1958,7.2,
bruecke,bruecke.442,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.68,33.743,Großtobelbrücke,B193 038,1957,7.2,
bruecke,bruecke.448,8    -L 193 -    -,L193,Faschinastraße,RFB 1,31.094,31.116,Bertschtobelbrücke,B193 032,1952,7.2,
bruecke,bruecke.462,8    -L 193 -    -,L193,Faschinastraße,RFB 1,24.198,24.239,Fadtobelbrücke,B193 026,1974,7.2,
bruecke,bruecke.478,8    -L 193 -    -,L193,Faschinastraße,RFB 1,9.448,9.55,Rottobelbrücke,B193 008,2001,7.2,
bruecke,bruecke.494,8    -L 193 -    -,L193,Faschinastraße,RFB 1,5.17,5.179,Schwarzbachbrücke 1,B193 005,1953,7.2,
bruecke,bruecke.517,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.594,33.602,Spargewölbe Prof 18,B193 049,1954,7.2,
bruecke,bruecke.528,8    -L 193 -    -,L193,Faschinastraße,RFB 1,5.861,5.884,Schwarzbachbrücke 2,B193 006,1837,7.2,
bruecke,bruecke.550,8    -L 193 -    -,L193,Faschinastraße,RFB 1,14.697,14.715,Spargewölbe,B193 015,1954,7.2,
bruecke,bruecke.557,8    -L 193 -    -,L193,Faschinastraße,RFB 1,0.603,0.622,Radwegunterführung,B193 047,2003,7.2,
bruecke,bruecke.572,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33.392,33.407,Gerstenbachbrücke,B193 036,1969,7.2,
bruecke,bruecke.578,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12.728,12.768,Mühletobelbrücke,B193 011,1968,7.2,
bruecke,bruecke.609,8    -L 193 -    -,L193,Faschinastraße,RFB 1,0.825,0.963,W21/22 Überführung der B193,A 14 122,1992,7.2,
bruecke,bruecke.618,8    -L 193 -    -,L193,Faschinastraße,RFB 1,34.167,34.23,Mülsertobelbrücke,B193 040,1957,7.2,
bruecke,bruecke.625,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18.483,18.527,Hangbodenbrücke,B193 020,1960,7.2,
bruecke,bruecke.635,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20.693,20.76,Buchholzbrücke,B193 024,1975,7.2,
bruecke,bruecke.643,8    -L 193 -    -,L193,Faschinastraße,RFB 1,10.759,10.846,Hölltobelbrücke,B193 009,2017,7.2,
bruecke,bruecke.654,8    -L 193 -    -,L193,Faschinastraße,RFB 1,36.133,36.164,Riedbachbrücke,B193 043,1962,7.2,
bruecke,bruecke.662,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12.198,12.293,Rüfitobelbrücke,B193 010,1970,7.2,
bruecke,bruecke.82,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,16.27,16.285,Grätatöbelebrücke,B197 006,1962,8,
bruecke,bruecke.104,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,16.131,16.162,Langwiesbrücke,B197 005,2003,8,
bruecke,bruecke.488,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,13.87,13.917,Rauzbachbrücke,B197 002,1999,8,
bruecke,bruecke.544,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,12.174,12.19,Brücke in der oberen hohen Mauer,B197 001,1900,8,
bruecke,bruecke.137,8    -L 197 -    -D,L197-D,Arlbergstraße (Doppelkilometer),RFB 1,14.148,14.177,Valfagehrbachdurchlass,B197 003,1994,8,
bruecke,bruecke.230,8    -L 197 -    -D,L197-D,Arlbergstraße (Doppelkilometer),RFB 1,14.43,14.447,Viehbrücke,B197 015,2016,8,
bruecke,bruecke.24,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14.613,14.668,Rüfetobelbrücke,B198 021,1905,6,
bruecke,bruecke.30,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5.031,5.052,Zweite Zürsbachbrücke,B198 009,1951,6,
bruecke,bruecke.38,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9.226,9.251,Mühlebrücke,B198 014,1956,6,
bruecke,bruecke.52,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,17.728,17.753,Krumbachbrücke (Grenze),B198 025,1907,6,
bruecke,bruecke.86,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5.79,5.809,Monzabonbachbrücke,B198 011,2009,6,
bruecke,bruecke.157,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9.687,9.693,Fußgängerunterführung Hotel Krone,B198 031,2011,6,
bruecke,bruecke.167,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,8.71,8.743,Eberabrücke,B198 012,1956,6,
bruecke,bruecke.175,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14.117,14.155,Wangtobelbrücke,B198 020,1905,6,
bruecke,bruecke.199,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.585,2.602,Brücke über den Stubenbach,B198 005,1939,6,
bruecke,bruecke.251,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,10.144,10.158,Burgtobelbrücke,B198 017,1959,6,
bruecke,bruecke.268,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,15.103,15.15,Apriltobelbrücke,B198 023,1949,6,
bruecke,bruecke.281,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4.447,4.453,Fußg Unterführung Hotel Zürersee/Alpenrose,B198 029,2005,6,
bruecke,bruecke.289,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9.815,9.893,Tiefgarage mit Verbindungstunnel,B198 041,2019,6,
bruecke,bruecke.350,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.168,2.184,Spargewölbe 1,B198 027,1935,6,
bruecke,bruecke.359,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.248,2.289,Untere Flexenkopfbrücke,B198 003,1920,6,
bruecke,bruecke.375,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,12.099,12.154,Gaisbachbrücke,B198 018,1905,6,
bruecke,bruecke.382,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,10.057,10.118,Lechlandbrücke,B198 016,1959,6,
bruecke,bruecke.407,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,13.159,13.193,Karbachbrücke,B198 019,1905,6,
bruecke,bruecke.413,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.495,2.507,Spargewölbe 2,B198 028,1935,6,
bruecke,bruecke.435,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4.929,4.954,Erste Zürsbachbrücke,B198 008,1951,6,
bruecke,bruecke.456,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4.85,4.862,Schröflebachbrücke,B198 007,2007,6,
bruecke,bruecke.481,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14.754,14.783,Glattecktobelbrücke,B198 022,1905,6,
bruecke,bruecke.492,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5.752,5.782,Dritte Zürsbachbrücke,B198 010,2009,6,
bruecke,bruecke.511,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,8.85,8.893,Mühlelochbrücke,B198 013,1910,6,
bruecke,bruecke.521,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9.376,9.403,Omesbrücke,B198 015,1956,6,
bruecke,bruecke.533,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9.543,9.555,Überdeckung Krachertobeldurchlass für Gehsteigkonstruktion,B198 039,1965,6,
bruecke,bruecke.586,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.304,2.358,Obere Flexenkopfbrücke,B198 004,1938,6,
bruecke,bruecke.594,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,17.276,17.351,Hangbrücke,B198 024,1971,6,
bruecke,bruecke.598,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.055,2.084,Hölltobelbrücke,B198 002,2009,6,
bruecke,bruecke.600,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,3.007,3.02,Dörlisbodenbrücke,B198 006,1951,6,
bruecke,bruecke.2,8    -L   2 -    -,L2,Langener Straße,RFB 1,1.453,1.508,Fallenderbachbrücke,L002 001,1977,7.5,
bruecke,bruecke.76,8    -L   2 -    -,L2,Langener Straße,RFB 1,13.976,13.991,Kesselbachbrücke (Grenze),L002 013,1907,7.5,
bruecke,bruecke.131,8    -L   2 -    -,L2,Langener Straße,RFB 1,12.272,12.278,Durchlass Weißenhuberbach,L002 014,2000,7.5,
bruecke,bruecke.234,8    -L   2 -    -,L2,Langener Straße,RFB 1,10.744,10.759,Viehdurchlass 4,L002 012,1982,7.5,
bruecke,bruecke.315,8    -L   2 -    -,L2,Langener Straße,RFB 1,0.2,0.74,Überführung der L2 über den Citytunnel,A 14 T02,,7.5,
bruecke,bruecke.429,8    -L   2 -    -,L2,Langener Straße,RFB 1,5.077,5.105,Schülenbachdurchlass,L002 007,1961,7.5,
bruecke,bruecke.437,8    -L   2 -    -,L2,Langener Straße,RFB 1,2.801,2.874,Kusterbergbrücke,L002 003,1980,7.5,
bruecke,bruecke.472,8    -L   2 -    -,L2,Langener Straße,RFB 1,4.967,5.017,Hocheckbrücke,L002 006,1962,7.5,
bruecke,bruecke.538,8    -L   2 -    -,L2,Langener Straße,RFB 1,7.913,7.932,Viehdurchlass 3,L002 010,1981,7.5,
bruecke,bruecke.580,8    -L   2 -    -,L2,Langener Straße,RFB 1,6.743,6.78,Wirtatobelbrücke,L002 009,1954,7.5,
bruecke,bruecke.647,8    -L   2 -    -,L2,Langener Straße,RFB 1,10.236,10.347,Leckenbachbrücke,L002 011,1981,7.5,
bruecke,bruecke.671,8    -L   2 -    -,L2,Langener Straße,RFB 1,6.128,6.171,Hangbrücke,L002 008,1969,7.5,
bruecke,bruecke.98,8    -L  20 -    -,L20,Dorener Straße,RFB 1,6.324,6.329,Eyenbachbrücke (Grenze),L020 002,1920,7.5,
bruecke,bruecke.505,8    -L  20 -    -,L20,Dorener Straße,RFB 1,1.008,1.025,Tobelbrücke,L020 001,1953,7.5,
bruecke,bruecke.16,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,29.961,29.986,Fluhbachbrücke,B200 026,1975,9,
bruecke,bruecke.18,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47.013,47.08,Bregenzerachbrücke beim Felderbrünnele,B200 042,1965,9,
bruecke,bruecke.40,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53.929,53.947,Litzetobeldurchlass,B200 052,1986,9,
bruecke,bruecke.46,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45.472,45.508,Bodenbrücke,B200 038,1960,9,
bruecke,bruecke.68,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,5.315,5.38,Schwarzachbrücke,B200 083,2007,9,
