typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw
bruecke,bruecke.90,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54.919,54.966,Seebachbrücke 2,B200 055,1987,9,
bruecke,bruecke.116,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,52.815,52.931,Tannbergbrücke,B200 049,1935,9,
bruecke,bruecke.121,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,22.495,22.5,Kellengrabendurchlass,B200 074,2005,9,
bruecke,bruecke.125,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,17.734,17.77,Pfisterbachbrücke,B200 019,1970,9,
bruecke,bruecke.144,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45.289,45.32,Schrecksbachbrücke,B200 037,1992,9,
bruecke,bruecke.146,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,22.789,22.815,Viedurchlass Objekt V10,B200 075,2005,9,
bruecke,bruecke.153,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15.675,15.758,Hangbrücke Tuppen 1,B200 013,1976,9,
bruecke,bruecke.155,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,25.415,25.428,Holzsteinbachbrücke,B200 022,1972,9,
bruecke,bruecke.161,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16.315,16.44,Hangbrücke Tuppen 4,B200 016,1976,9,
bruecke,bruecke.169,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,59.725,59.737,Viehdurchlass Drexel,B200 064,1938,9,
bruecke,bruecke.190,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54.726,54.879,Litzetobelbrücke,B200 054,1988,9,
bruecke,bruecke.205,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,13.505,13.518,Spargewölbe-Auslaufbauwerk Rohrdurchlass,B200 091,1952,9,
bruecke,bruecke.208,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,24.735,24.671,Sporenbrücke,B200 021,1972,9,
bruecke,bruecke.210,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,12.4,12.428,Gewölbedurchlass 3 (Froisbach),B200 069,1905,9,
bruecke,bruecke.227,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27.041,27.073,Zubringerunterführung,B200 023,1975,9,
bruecke,bruecke.236,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47.441,47.506,Aufgelöste Stützmauer Prof 33-42 (Halbbrücke),B200 085,1959,9,
bruecke,bruecke.245,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,0.032,0.04,Radwegunterführung Pfeiler L200,B200 078,2008,9,
bruecke,bruecke.260,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50.156,50.225,Wasserfallbrücke,B200 045,1963,9,
bruecke,bruecke.262,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27.087,27.119,Brücke über die  Wälderbahn,B200 024,1975,9,
bruecke,bruecke.276,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53.599,53.647,Heimbodenbrücke,B200 050,1986,9,
bruecke,bruecke.290,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,39.674,39.695,Jagdhausenbrücke,B200 033,1967,9,
bruecke,bruecke.293,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,48.929,48.991,Hopfrebenerbachbrücke,B200 043,1959,9,
bruecke,bruecke.300,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15.79,16.151,Hangbrücke Tuppen 2,B200 014,1976,9,
bruecke,bruecke.307,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54.238,54.367,Kehrenbrücke,B200 053,1988,9,
bruecke,bruecke.313,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,13.465,13.489,Müselbachergraben,B200 010,1952,9,
bruecke,bruecke.320,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45.656,45.72,Himmelriesebrücke,B200 039,1960,9,
bruecke,bruecke.326,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15.393,15.424,Vogelkennerbachbrücke,B200 012,1974,9,
bruecke,bruecke.335,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,60.773,60.809,Krumbachbrücke,B200 067,1948,9,
bruecke,bruecke.343,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,0.788,0.828,Ochsenmahddurchlass,B200 080,2008,9,
bruecke,bruecke.353,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,59.071,59.107,Bergundbachbrücke,B200 062,1938,9,
bruecke,bruecke.367,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,56.419,56.445,Steinigwiesdurchlass,B200 059,1951,9,
bruecke,bruecke.390,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,42.791,42.808,Schrannebachbrücke,B200 036,1950,9,
bruecke,bruecke.392,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,31.258,31.411,Bregenzerachbrücke Mellau,B200 028,1975,9,
bruecke,bruecke.399,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,34.008,34.035,Engebrücke,B200 029,1977,9,
bruecke,bruecke.401,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,30.088,30.119,Simonsbachbrücke,B200 027,1975,9,
bruecke,bruecke.420,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45.886,45.939,Bregenzerachbrücke E Werk,B200 040,1965,9,
bruecke,bruecke.422,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,46.008,46.024,Sennauerbrücke,B200 041,1959,9,
bruecke,bruecke.444,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53.842,53.894,Seebachbrücke 1,B200 051,1987,9,
bruecke,bruecke.447,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,14.975,15.105,Maldonerbachbrücke,B200 011,2018,9,
bruecke,bruecke.450,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,17.039,17.058,Schmittenbachbrücke,B200 018,1970,9,
bruecke,bruecke.464,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,58.155,58.174,Seebachdurchlass,B200 060,1951,9,
bruecke,bruecke.496,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27.123,27.176,Rohrleitung Dürrenberggraben,B200 092,2006,9,
bruecke,bruecke.497,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,41.333,41.365,Rehmerbachbrücke,B200 035,1964,9,
bruecke,bruecke.513,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,55.624,55.839,Nessleggbrücke,B200 058,1986,9,
bruecke,bruecke.524,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,62.594,62.606,Wolfseggbachbrücke,B200 068,1937,9,
bruecke,bruecke.529,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50.257,50.352,Hangbrücke 1,B200 046,1963,9,
bruecke,bruecke.531,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,35.444,35.45,Wilddurchlass 1 VÖST K10,B200 070,1977,9,
bruecke,bruecke.546,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,55.064,55.161,Bliesehangbrücke,B200 057,1986,9,
bruecke,bruecke.552,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16.44,16.521,Tuppenbrücke,B200 017,1976,9,
bruecke,bruecke.558,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,40.648,40.663,Achbachbrücke,B200 034,1964,9,
bruecke,bruecke.560,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50.419,50.461,Hangbrücke 2,B200 047,1962,9,
bruecke,bruecke.567,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16.167,16.271,Hangbrücke Tuppen 3,B200 015,1977,9,
bruecke,bruecke.574,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,51.491,51.57,Unterbodenbrücke,B200 048,1982,9,
bruecke,bruecke.611,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,10.3,10.308,Viehdurchlass 1,B200 009,1982,9,
bruecke,bruecke.613,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47.5,47.563,aufgelöste Stützmauer Prof 42-51 (Halbbrücke),B200 086,1959,9,
bruecke,bruecke.626,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,49.928,49.955,Hummelwaldbrücke,B200 044,1962,9,
bruecke,bruecke.628,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,36.886,36.905,Höllbachbrücke,B200 031,1977,9,
bruecke,bruecke.663,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,49.718,49.778,Riesebrücke,B200 072,1963,9,
bruecke,bruecke.665,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,36.623,36.629,Wilddurchlass 2 VÖST K10,B200 071,1977,9,
bruecke,bruecke.112,8    -L 200 -    -D,L200-D,Bregenzerwaldstraße,RFB 1,21.44,21.461,Brücke über die Druckrohrleitung,B200 020,2003,9,
bruecke,bruecke.10,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,1.078,1.09,Weißenbachbrücke,B201 007,1954,8.5,
bruecke,bruecke.60,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,1.757,1.808,Buchenbachbrücke,B201 009,1954,8.5,
bruecke,bruecke.106,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0,0.025,Schanztobelbrücke (Grenze),B201 001,1956,8.5,
bruecke,bruecke.139,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0.323,0.344,Sophienbrücke,B201 003,1914,8.5,
bruecke,bruecke.219,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0.507,0.529,Karlesbubesbrücke,B201 004,1914,8.5,
bruecke,bruecke.283,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,3.765,3.829,Schmiedtobelbrücke,B201 010,1994,8.5,
bruecke,bruecke.339,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,8.891,8.906,Ahornbachbrücke,B201 014,1935,8.5,
bruecke,bruecke.384,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,12.666,12.699,Rufalabachbrücke,B201 013,1966,8.5,
bruecke,bruecke.415,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0.654,0.698,Michelesbrücke,B201 005,1955,8.5,
bruecke,bruecke.473,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,5.279,5.306,Zwerenbachbrücke,B201 011,2000,8.5,
bruecke,bruecke.602,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,5.484,5.583,Breitachbrücke,B201 012,2002,8.5,
bruecke,bruecke.621,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0.268,0.302,Schanzeggbrücke,B201 002,1914,8.5,
bruecke,bruecke.32,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4.983,5.003,Lauterachbrücke,B202 005,2008,12.8,
bruecke,bruecke.71,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6.283,6.315,Lustenauer Kanalbrücke,B202 012,1968,12.8,
bruecke,bruecke.134,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6.19,6.25,Dornbirnerachbrücke,B202 011,1968,12.8,
bruecke,bruecke.201,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4.052,4.082,Fußgängerunterführung Eschlestraße,B202 018,1992,12.8,
bruecke,bruecke.241,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,10.498,10.53,Brücke Alter Rhein (Grenze),B202 014,2017,12.8,
bruecke,bruecke.254,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,2.953,3.081,Bregenzerachbrücke bei Hard,B202 003,2003,12.8,
bruecke,bruecke.361,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5.638,5.667,Unterführung  Erlachstraße,B202 008,1981,12.8,
bruecke,bruecke.410,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5.21,5.215,Fußgängerunterführung Erlengrund,B202 006,1971,12.8,
bruecke,bruecke.432,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6.742,6.762,Radwegunterführung,B202 017,1986,12.8,
bruecke,bruecke.458,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6.163,6.169,Hardergrabenbrücke,B202 010,1939,12.8,
bruecke,bruecke.540,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5.808,5.828,Birkengrabenbrücke,B202 009,1939,12.8,
bruecke,bruecke.569,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5.457,5.48,Gerberbachbrücke,B202 007,1939,12.8,
bruecke,bruecke.589,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6.467,6.734,Rheinbrücke Hard - Fußach,B202 013,1972,12.8,
bruecke,bruecke.637,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4.11,4.145,Quellenbachbrücke,B202 004,2006,12.8,
bruecke,bruecke.657,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,2.769,2.825,Fußgängerunterführung Prälatendamm,B202 002,1975,12.8,
bruecke,bruecke.54,8    -L 203 -    -,L203,Rheinstraße,RFB 1,13.366,13.387,Rheindorfer - Kanalbrücke,B203 010,1935,8,
bruecke,bruecke.164,8    -L 203 -    -,L203,Rheinstraße,RFB 1,2.208,2.223,Emserachbrücke,B203 002,1933,8,
bruecke,bruecke.248,8    -L 203 -    -,L203,Rheinstraße,RFB 1,4.652,4.67,Ermenbachbrücke,B203 005,1930,8,
bruecke,bruecke.347,8    -L 203 -    -,L203,Rheinstraße,RFB 1,4.069,4.094,Sohlgrabenbrücke,B203 004,1998,8,
bruecke,bruecke.379,8    -L 203 -    -,L203,Rheinstraße,RFB 1,7.544,7.566,Diepoldsauer - Kanalbrücke,B203 008,1926,8,
bruecke,bruecke.439,8    -L 203 -    -,L203,Rheinstraße,RFB 1,3.884,3.946,Stöcklabrücke,B203 003,2004,8,
bruecke,bruecke.490,8    -L 203 -    -,L203,Rheinstraße,RFB 1,5.804,5.868,V62 Überführung der L203,A 14 059,1970,8,
bruecke,bruecke.615,8    -L 203 -    -,L203,Rheinstraße,RFB 1,5.528,5.62,Koblacher Kanalbrücke,B203 006,1969,8,
bruecke,bruecke.84,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,6.606,6.782,Rheinbrücke Lustenau - Au (Grenze),B204 010,1957,8,
bruecke,bruecke.302,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,1.156,1.175,Fußgängerunterführung Schoren,B204 001,1970,8,
bruecke,bruecke.674,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,6.579,6.605,Unterführung der Dammstraße,B204 009,1956,8,
bruecke,bruecke.5,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4.656,4.66,Staldenbachbrücke,B204 006,1980,8,
bruecke,bruecke.26,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4.663,4.678,Wirtschaftswegunterführung RRFB,B204 007R,1978,8,
bruecke,bruecke.183,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4.477,4.521,Koblacherkanalbrücke RRFB,B204 005R,1979,8,
bruecke,bruecke.237,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,5.188,5.194,Scheibenbachdurchlass,B204 008,1980,8,
bruecke,bruecke.270,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,3.863,3.869,Landgrabendurchlass,B204 004,1980,8,
bruecke,bruecke.518,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,3.004,3.018,Wirtschaftswegdurchlass RRFB,B204 003R,1977,8,
bruecke,bruecke.101,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,3.863,3.869,Landgrabendurchlass,B204 004,1980,8,
bruecke,bruecke.194,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,5.193,5.187,Scheibenbachdurchlass,B204 008,1980,8,
bruecke,bruecke.328,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4.66,4.656,Staldenbachbrücke,B204 006,1980,8,
bruecke,bruecke.508,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,3.018,3.003,Wirtschaftswegdurchlass LRFB,B204 003L,1977,8,
bruecke,bruecke.596,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4.679,4.663,Wirtschaftswegunterführung LRFB,B204 007L,1978,8,
bruecke,bruecke.651,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4.519,4.475,Koblacherkanalbrücke LRFB,B204 005L,1979,8,
bruecke,bruecke.65,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,11.688,11.893,Bärentobelbrücke,B205 003,1954,8,
bruecke,bruecke.231,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,15.027,15.09,Sägebachdurchlass,B205 004,1962,8,
bruecke,bruecke.372,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,0.148,0.168,Brücke über die L25,B205 001,1972,8,
bruecke,bruecke.396,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,16.415,16.441,Littenbachbrücke (Grenze),B205 005,1991,8,
bruecke,bruecke.631,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,0.677,1.067,Hochbrücke Lingenau,B205 002,1967,8,
bruecke,bruecke.21,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,2.785,2.915,Schönenbühlbrücke,L021 003,1978,8,
bruecke,bruecke.340,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,2.662,2.759,Hompmannsbrücke,L021 002,1979,8,
bruecke,bruecke.485,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,13.278,13.319,Gschwendbrücke (Weißach),L021 005,1979,8,
bruecke,bruecke.178,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,2.033,2.163,Auenbrücke,L022 002,1987,8,
bruecke,bruecke.316,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,2.484,2.612,Fenkernbachbrücke,L022 003,1983,8,
bruecke,bruecke.323,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,6.865,6.871,Jagdbachdurchlass,L022 005,1976,8,
bruecke,bruecke.469,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,0.648,0.697,Hechtbrücke,L022 001,1959,8,
bruecke,bruecke.502,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,4.274,4.332,Mühlbachbrücke,L022 004,1975,8,
bruecke,bruecke.150,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,5.75,5.788,Fischbachbrücke,L024 002,1982,8,
bruecke,bruecke.424,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,4.308,4.352,Plattendurchlass,L024 007,1978,8,
bruecke,bruecke.453,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,8.214,8.232,Fugenbachbrücke (Grenze),L024 005,1910,8,
bruecke,bruecke.563,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,7.69,7.728,Tobelbachbrücke,L024 004,1910,8,
bruecke,bruecke.49,8    -L  25 -    -,L25,Müselbacher Straße,RFB 1,1.592,1.615,Schmittenbachbrücke,L025 001,1930,8,
bruecke,bruecke.591,8    -L  25 -    -,L25,Müselbacher Straße,RFB 1,1.811,1.861,Langeneggerbrücke,L025 002,1902,8,
bruecke,bruecke.95,8    -L  26 -    -,L26,Egger Straße,RFB 1,2.274,2.461,Eselmühlbrücke,L026 002,1977,8,
bruecke,bruecke.242,8    -L  26 -    -,L26,Egger Straße,RFB 1,3.227,3.27,Losenbachbrücke,L026 003,1976,8,
bruecke,bruecke.296,8    -L  26 -    -,L26,Egger Straße,RFB 1,0.27,0.411,Fluhbrücke,L026 001,1974,8,
bruecke,bruecke.644,8    -L  26 -    -,L26,Egger Straße,RFB 1,3.77,3.795,Mühltobelbachdurchlass,L026 004,1976,8,
bruecke,bruecke.79,8    -L  28 -    -,L28,Bizauer Straße,RFB 1,2.117,2.153,Bizauerbachbrücke,L028 002,2002,8,
bruecke,bruecke.214,8    -L  28 -    -,L28,Bizauer Straße,RFB 1,0.023,0.097,Bayenbrücke,L028 001,1969,8,
bruecke,bruecke.426,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,1.018,1.031,Viehdurchlass,L029 003,1998,8,
bruecke,bruecke.534,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,2.774,3.149,Gschwendtobelbrücke,L029 002,1981,8,
bruecke,bruecke.583,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,0.088,0.114,Schmiedlebachbrücke,L029 001,1983,8,
bruecke,bruecke.128,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,6.854,6.866,Schlattgrabendurchlass,L003 005,1986,8,
bruecke,bruecke.158,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,1.298,1.304,Fußgängerunterführung Lauterach,L003 001,1972,12.5,
bruecke,bruecke.206,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,9.812,9.821,Haselstauderbachbrücke,L003 008,1967,12.5,
bruecke,bruecke.265,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,7.62,7.653,Minderachbrücke,L003 006,1938,12.5,
bruecke,bruecke.272,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,11.13,11.144,Fischbachbrücke,L003 009,1987,12.5,
bruecke,bruecke.404,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,8.273,8.294,Schwarzachbrücke,L003 007,1973,12.5,
bruecke,bruecke.501,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,5.17,5.18,Ippachbrücke,L003 015,2014,12.5,
bruecke,bruecke.608,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,9.095,9.123,Überquerung Achraintunnel,L003 013,2007,12.5,
bruecke,bruecke.668,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,6.672,6.689,Rickenbachbrücke,L003 004,1973,12.5,
bruecke,bruecke.78,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,2.032,2.055,Standbachbrücke,L004 003,2014,7.5,
bruecke,bruecke.212,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,8.251,8.256,Gehsteigbrücke (Viehdurchlass),L004 005a,1994,7.5,
bruecke,bruecke.332,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,1.295,1.338,Rotachbrücke,L004 002,1951,7.5,
bruecke,bruecke.394,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,1.123,1.133,Sägerbachbrücke,L004 001,2010,7.5,
bruecke,bruecke.468,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,10.509,10.694,Brunsttobelbrücke,L004 006,2014,7.5,
bruecke,bruecke.223,8    -L  40 -    -,L40,Brugger Straße,RFB 1,0.034,0.303,Rheinbrücke bei Brugg,L040 001,1983,7.5,
bruecke,bruecke.7,8    -L  41 -    -,L41,Senderstraße,RFB 1,0.648,0.663,Grindelkanalbrücke,L041 001,1966,7.5,
bruecke,bruecke.103,8    -L  41 -    -,L41,Senderstraße,RFB 1,5.232,5.286,V35a Brücke über den Wolfurter Landgraben,L041 006,1979,7.5,
bruecke,bruecke.127,8    -L  41 -    -,L41,Senderstraße,RFB 1,0.783,0.81,Scheibenbachbrücke,L041 002,2017,7.5,
bruecke,bruecke.257,8    -L  41 -    -,L41,Senderstraße,RFB 1,5.811,5.888,Überführung der L41,B190 050,1979,7.5,
bruecke,bruecke.356,8    -L  41 -    -,L41,Senderstraße,RFB 1,2.701,2.752,Koblacherkanalbrücke,L041 003,1988,7.5,
bruecke,bruecke.381,8    -L  41 -    -,L41,Senderstraße,RFB 1,2.963,3.037,Dornbirnerachbrücke,L041 005,1916,7.5,
bruecke,bruecke.434,8    -L  41 -    -,L41,Senderstraße,RFB 1,2.943,2.954,Elsässerkanalbrücke,L041 004,1916,7.5,
bruecke,bruecke.461,8    -L  41 -    -,L41,Senderstraße,RFB 1,5.712,5.738,Wirtschaftswegdurchlass,L041 007,1979,7.5,
bruecke,bruecke.15,8    -L  41 -   6-R 2,L41-6-R2,L41 Senderstraße - Rampe 2,RFB 1,0.478,0.494,Wolfurter Landgrabendurchlass,B190 051,2017,7.5,
bruecke,bruecke.527,8    -L  42 -    -,L42,Werbenstraße,RFB 1,2.825,2.916,V52 Überführung der L42,A 14 047,1972,7.5,
bruecke,bruecke.280,8    -L  44 -    -,L44,Widnauer Straße,RFB 1,1.35,1.464,Widnauer Rheinbrücke (Grenze),L044 002,1913,7.5,
bruecke,bruecke.119,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3.032,3.047,V58a Landgrabenbrücke,L045 002,1970,7.5,
bruecke,bruecke.198,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3.586,3.627,Koblacherkanalbrücke,L045 003,1972,7.5,
bruecke,bruecke.364,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3.573,3.586,Wirtschaftswegdurchlass am Koblacherkanal,L045 003a,1996,7.5,
bruecke,bruecke.412,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,5.031,5.043,Rheinbrücke Schmitter (Grenze),L045 005,1929,7.5,
bruecke,bruecke.29,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.03,1.051,Fußgängerunterführung und Radweg,L046 002,1985,7.5,
bruecke,bruecke.186,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.091,1.134,Emsbachbrücke,L046 003,1984,7.5,
bruecke,bruecke.441,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.848,1.864,Brücke über den Alten Rhein (Paul Grüninger Brücke),L046 005,2008,7.5,
bruecke,bruecke.452,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.438,1.442,Querung Wasserverband Rheintal,L046 008,1971,7.5,
bruecke,bruecke.676,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.255,1.282,Koblacherkanalbrücke,L046 004,1970,7.5,
bruecke,bruecke.493,8    -L  47 -    -,L47,Bauernstraße,RFB 1,1.501,1.522,Emserachbrücke,L047 002,1989,7.5,
bruecke,bruecke.57,8    -L  48 -    -,L48,Bödelestraße,RFB 1,0.95,0.965,Steinebachbrücke,L048 001,1980,7.5,
bruecke,bruecke.87,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7.016,7.066,Wiesenbrücke,L048 009,1987,7.5,
bruecke,bruecke.136,8    -L  48 -    -,L48,Bödelestraße,RFB 1,5.408,5.416,Sägerbachdurchlass,L048 007,1951,7.5,
bruecke,bruecke.166,8    -L  48 -    -,L48,Bödelestraße,RFB 1,4.461,4.512,Lumpertobelbrücke,L048 004,1979,7.5,
bruecke,bruecke.180,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7.738,7.849,Hornbrücke,L048 011,1987,7.5,
bruecke,bruecke.226,8    -L  48 -    -,L48,Bödelestraße,RFB 1,9.847,9.864,Exerbachbrücke,L048 013,2019,7.5,
bruecke,bruecke.250,8    -L  48 -    -,L48,Bödelestraße,RFB 1,9.336,9.353,Viehdurchlass,L048 012,1956,7.5,
bruecke,bruecke.304,8    -L  48 -    -,L48,Bödelestraße,RFB 1,2.858,2.865,Fußgängerunterführung Watzenegg,L048 015,1972,7.5,
