typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw,laenge_bw,alter_bw,wandflaeche_bw,old_bw
bruecke,bruecke.447,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,14,15.105,Maldonerbachbrücke,B200 011,2018.0,9.0,,1105.0,4.0,,False
bruecke,bruecke.450,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,17,17.058,Schmittenbachbrücke,B200 018,1970.0,9.0,,58.0,52.0,,True
bruecke,bruecke.464,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,58,58.174,Seebachdurchlass,B200 060,1951.0,9.0,,174.0,71.0,,True
bruecke,bruecke.496,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27,27.176,Rohrleitung Dürrenberggraben,B200 092,2006.0,9.0,,176.0,16.0,,False
bruecke,bruecke.497,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,41,41.365,Rehmerbachbrücke,B200 035,1964.0,9.0,,365.0,58.0,,True
bruecke,bruecke.513,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,55,55.839,Nessleggbrücke,B200 058,1986.0,9.0,,839.0,36.0,,True
bruecke,bruecke.524,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,62,62.606,Wolfseggbachbrücke,B200 068,1937.0,9.0,,606.0,85.0,,True
bruecke,bruecke.529,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50,50.352,Hangbrücke 1,B200 046,1963.0,9.0,,352.0,59.0,,True
bruecke,bruecke.531,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,35,35.45,Wilddurchlass 1 VÖST K10,B200 070,1977.0,9.0,,450.0,45.0,,True
bruecke,bruecke.546,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,55,55.161,Bliesehangbrücke,B200 057,1986.0,9.0,,161.0,36.0,,True
bruecke,bruecke.552,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16,16.521,Tuppenbrücke,B200 017,1976.0,9.0,,521.0,46.0,,True
bruecke,bruecke.558,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,40,40.663,Achbachbrücke,B200 034,1964.0,9.0,,663.0,58.0,,True
bruecke,bruecke.560,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50,50.461,Hangbrücke 2,B200 047,1962.0,9.0,,461.0,60.0,,True
bruecke,bruecke.567,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16,16.271,Hangbrücke Tuppen 3,B200 015,1977.0,9.0,,271.0,45.0,,True
bruecke,bruecke.574,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,51,51.57,Unterbodenbrücke,B200 048,1982.0,9.0,,570.0,40.0,,True
bruecke,bruecke.611,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,10,10.308,Viehdurchlass 1,B200 009,1982.0,9.0,,308.0,40.0,,True
bruecke,bruecke.613,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47,47.563,aufgelöste Stützmauer Prof 42-51 (Halbbrücke),B200 086,1959.0,9.0,,563.0,63.0,,True
bruecke,bruecke.626,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,49,49.955,Hummelwaldbrücke,B200 044,1962.0,9.0,,955.0,60.0,,True
bruecke,bruecke.628,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,36,36.905,Höllbachbrücke,B200 031,1977.0,9.0,,905.0,45.0,,True
bruecke,bruecke.663,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,49,49.778,Riesebrücke,B200 072,1963.0,9.0,,778.0,59.0,,True
bruecke,bruecke.665,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,36,36.629,Wilddurchlass 2 VÖST K10,B200 071,1977.0,9.0,,629.0,45.0,,True
bruecke,bruecke.112,8    -L 200 -    -D,L200-D,Bregenzerwaldstraße,RFB 1,21,21.461,Brücke über die Druckrohrleitung,B200 020,2003.0,9.0,,461.0,19.0,,False
bruecke,bruecke.10,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,1,1.09,Weißenbachbrücke,B201 007,1954.0,8.5,,90.0,68.0,,True
bruecke,bruecke.60,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,1,1.808,Buchenbachbrücke,B201 009,1954.0,8.5,,808.0,68.0,,True
bruecke,bruecke.106,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,1,0.025,Schanztobelbrücke (Grenze),B201 001,1956.0,8.5,,975.0,66.0,,True
bruecke,bruecke.139,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0,0.344,Sophienbrücke,B201 003,1914.0,8.5,,344.0,108.0,,True
bruecke,bruecke.219,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0,0.529,Karlesbubesbrücke,B201 004,1914.0,8.5,,529.0,108.0,,True
bruecke,bruecke.283,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,3,3.829,Schmiedtobelbrücke,B201 010,1994.0,8.5,,829.0,28.0,,True
bruecke,bruecke.339,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,8,8.906,Ahornbachbrücke,B201 014,1935.0,8.5,,906.0,87.0,,True
bruecke,bruecke.384,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,12,12.699,Rufalabachbrücke,B201 013,1966.0,8.5,,699.0,56.0,,True
bruecke,bruecke.415,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0,0.698,Michelesbrücke,B201 005,1955.0,8.5,,698.0,67.0,,True
bruecke,bruecke.473,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,5,5.306,Zwerenbachbrücke,B201 011,2000.0,8.5,,306.0,22.0,,False
bruecke,bruecke.602,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,5,5.583,Breitachbrücke,B201 012,2002.0,8.5,,583.0,20.0,,False
bruecke,bruecke.621,8    -L 201 -    -,L201,Kleinwalsertalstraße,RFB 1,0,0.302,Schanzeggbrücke,B201 002,1914.0,8.5,,302.0,108.0,,True
bruecke,bruecke.32,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4,5.003,Lauterachbrücke,B202 005,2008.0,12.8,,1003.0,14.0,,False
bruecke,bruecke.71,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6,6.315,Lustenauer Kanalbrücke,B202 012,1968.0,12.8,,315.0,54.0,,True
bruecke,bruecke.134,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6,6.25,Dornbirnerachbrücke,B202 011,1968.0,12.8,,250.0,54.0,,True
bruecke,bruecke.201,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4,4.082,Fußgängerunterführung Eschlestraße,B202 018,1992.0,12.8,,82.0,30.0,,True
bruecke,bruecke.241,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,10,10.53,Brücke Alter Rhein (Grenze),B202 014,2017.0,12.8,,530.0,5.0,,False
bruecke,bruecke.254,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,2,3.081,Bregenzerachbrücke bei Hard,B202 003,2003.0,12.8,,1081.0,19.0,,False
bruecke,bruecke.361,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5,5.667,Unterführung  Erlachstraße,B202 008,1981.0,12.8,,667.0,41.0,,True
bruecke,bruecke.410,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5,5.215,Fußgängerunterführung Erlengrund,B202 006,1971.0,12.8,,215.0,51.0,,True
bruecke,bruecke.432,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6,6.762,Radwegunterführung,B202 017,1986.0,12.8,,762.0,36.0,,True
bruecke,bruecke.458,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6,6.169,Hardergrabenbrücke,B202 010,1939.0,12.8,,169.0,83.0,,True
bruecke,bruecke.540,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5,5.828,Birkengrabenbrücke,B202 009,1939.0,12.8,,828.0,83.0,,True
bruecke,bruecke.569,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,5,5.48,Gerberbachbrücke,B202 007,1939.0,12.8,,480.0,83.0,,True
bruecke,bruecke.589,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,6,6.734,Rheinbrücke Hard - Fußach,B202 013,1972.0,12.8,,734.0,50.0,,True
bruecke,bruecke.637,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,4,4.145,Quellenbachbrücke,B202 004,2006.0,12.8,,145.0,16.0,,False
bruecke,bruecke.657,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,2,2.825,Fußgängerunterführung Prälatendamm,B202 002,1975.0,12.8,,825.0,47.0,,True
bruecke,bruecke.54,8    -L 203 -    -,L203,Rheinstraße,RFB 1,13,13.387,Rheindorfer - Kanalbrücke,B203 010,1935.0,8.0,,387.0,87.0,,True
bruecke,bruecke.164,8    -L 203 -    -,L203,Rheinstraße,RFB 1,2,2.223,Emserachbrücke,B203 002,1933.0,8.0,,223.0,89.0,,True
bruecke,bruecke.248,8    -L 203 -    -,L203,Rheinstraße,RFB 1,4,4.67,Ermenbachbrücke,B203 005,1930.0,8.0,,670.0,92.0,,True
bruecke,bruecke.347,8    -L 203 -    -,L203,Rheinstraße,RFB 1,4,4.094,Sohlgrabenbrücke,B203 004,1998.0,8.0,,94.0,24.0,,True
bruecke,bruecke.379,8    -L 203 -    -,L203,Rheinstraße,RFB 1,7,7.566,Diepoldsauer - Kanalbrücke,B203 008,1926.0,8.0,,566.0,96.0,,True
bruecke,bruecke.439,8    -L 203 -    -,L203,Rheinstraße,RFB 1,3,3.946,Stöcklabrücke,B203 003,2004.0,8.0,,946.0,18.0,,False
bruecke,bruecke.490,8    -L 203 -    -,L203,Rheinstraße,RFB 1,5,5.868,V62 Überführung der L203,A 14 059,1970.0,8.0,,868.0,52.0,,True
bruecke,bruecke.615,8    -L 203 -    -,L203,Rheinstraße,RFB 1,5,5.62,Koblacher Kanalbrücke,B203 006,1969.0,8.0,,620.0,53.0,,True
bruecke,bruecke.84,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,6,6.782,Rheinbrücke Lustenau - Au (Grenze),B204 010,1957.0,8.0,,782.0,65.0,,True
bruecke,bruecke.302,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,1,1.175,Fußgängerunterführung Schoren,B204 001,1970.0,8.0,,175.0,52.0,,True
bruecke,bruecke.674,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,6,6.605,Unterführung der Dammstraße,B204 009,1956.0,8.0,,605.0,66.0,,True
bruecke,bruecke.5,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4,4.66,Staldenbachbrücke,B204 006,1980.0,8.0,,660.0,42.0,,True
bruecke,bruecke.26,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4,4.678,Wirtschaftswegunterführung RRFB,B204 007R,1978.0,8.0,,678.0,44.0,,True
bruecke,bruecke.183,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,4,4.521,Koblacherkanalbrücke RRFB,B204 005R,1979.0,8.0,,521.0,43.0,,True
bruecke,bruecke.237,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,5,5.194,Scheibenbachdurchlass,B204 008,1980.0,8.0,,194.0,42.0,,True
bruecke,bruecke.270,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,3,3.869,Landgrabendurchlass,B204 004,1980.0,8.0,,869.0,42.0,,True
bruecke,bruecke.518,8    -L 204 -    -E,L204-E,Lustenauer Straße (Einbahn),RFB 1,3,3.018,Wirtschaftswegdurchlass RRFB,B204 003R,1977.0,8.0,,18.0,45.0,,True
bruecke,bruecke.101,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,3,3.869,Landgrabendurchlass,B204 004,1980.0,8.0,,869.0,42.0,,True
bruecke,bruecke.194,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,5,5.187,Scheibenbachdurchlass,B204 008,1980.0,8.0,,187.0,42.0,,True
bruecke,bruecke.328,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4,4.656,Staldenbachbrücke,B204 006,1980.0,8.0,,656.0,42.0,,True
bruecke,bruecke.508,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,3,3.003,Wirtschaftswegdurchlass LRFB,B204 003L,1977.0,8.0,,3.0,45.0,,True
bruecke,bruecke.596,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4,4.663,Wirtschaftswegunterführung LRFB,B204 007L,1978.0,8.0,,663.0,44.0,,True
bruecke,bruecke.651,8    -L 204 -    -G,L204-G,Lustenauer Straße (Gegenfahrbahn),RFB 2,4,4.475,Koblacherkanalbrücke LRFB,B204 005L,1979.0,8.0,,475.0,43.0,,True
bruecke,bruecke.65,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,11,11.893,Bärentobelbrücke,B205 003,1954.0,8.0,,893.0,68.0,,True
bruecke,bruecke.231,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,15,15.09,Sägebachdurchlass,B205 004,1962.0,8.0,,90.0,60.0,,True
bruecke,bruecke.372,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,0,0.168,Brücke über die L25,B205 001,1972.0,8.0,,168.0,50.0,,True
bruecke,bruecke.396,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,16,16.441,Littenbachbrücke (Grenze),B205 005,1991.0,8.0,,441.0,31.0,,True
bruecke,bruecke.631,8    -L 205 -    -,L205,Hittisauer Straße,RFB 1,0,1.067,Hochbrücke Lingenau,B205 002,1967.0,8.0,,1067.0,55.0,,True
bruecke,bruecke.21,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,2,2.915,Schönenbühlbrücke,L021 003,1978.0,8.0,,915.0,44.0,,True
bruecke,bruecke.340,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,2,2.759,Hompmannsbrücke,L021 002,1979.0,8.0,,759.0,43.0,,True
bruecke,bruecke.485,8    -L  21 -    -,L21,Sulzberger Straße,RFB 1,13,13.319,Gschwendbrücke (Weißach),L021 005,1979.0,8.0,,319.0,43.0,,True
bruecke,bruecke.178,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,2,2.163,Auenbrücke,L022 002,1987.0,8.0,,163.0,35.0,,True
bruecke,bruecke.316,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,2,2.612,Fenkernbachbrücke,L022 003,1983.0,8.0,,612.0,39.0,,True
bruecke,bruecke.323,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,6,6.871,Jagdbachdurchlass,L022 005,1976.0,8.0,,871.0,46.0,,True
bruecke,bruecke.469,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,0,0.697,Hechtbrücke,L022 001,1959.0,8.0,,697.0,63.0,,True
bruecke,bruecke.502,8    -L  22 -    -,L22,Riefensberger Straße,RFB 1,4,4.332,Mühlbachbrücke,L022 004,1975.0,8.0,,332.0,47.0,,True
bruecke,bruecke.150,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,5,5.788,Fischbachbrücke,L024 002,1982.0,8.0,,788.0,40.0,,True
bruecke,bruecke.424,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,4,4.352,Plattendurchlass,L024 007,1978.0,8.0,,352.0,44.0,,True
bruecke,bruecke.453,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,8,8.232,Fugenbachbrücke (Grenze),L024 005,1910.0,8.0,,232.0,112.0,,True
bruecke,bruecke.563,8    -L  24 -    -,L24,Sibratsgfäller Straße,RFB 1,7,7.728,Tobelbachbrücke,L024 004,1910.0,8.0,,728.0,112.0,,True
bruecke,bruecke.49,8    -L  25 -    -,L25,Müselbacher Straße,RFB 1,1,1.615,Schmittenbachbrücke,L025 001,1930.0,8.0,,615.0,92.0,,True
bruecke,bruecke.591,8    -L  25 -    -,L25,Müselbacher Straße,RFB 1,1,1.861,Langeneggerbrücke,L025 002,1902.0,8.0,,861.0,120.0,,True
bruecke,bruecke.95,8    -L  26 -    -,L26,Egger Straße,RFB 1,2,2.461,Eselmühlbrücke,L026 002,1977.0,8.0,,461.0,45.0,,True
bruecke,bruecke.242,8    -L  26 -    -,L26,Egger Straße,RFB 1,3,3.27,Losenbachbrücke,L026 003,1976.0,8.0,,270.0,46.0,,True
bruecke,bruecke.296,8    -L  26 -    -,L26,Egger Straße,RFB 1,0,0.411,Fluhbrücke,L026 001,1974.0,8.0,,411.0,48.0,,True
bruecke,bruecke.644,8    -L  26 -    -,L26,Egger Straße,RFB 1,3,3.795,Mühltobelbachdurchlass,L026 004,1976.0,8.0,,795.0,46.0,,True
bruecke,bruecke.79,8    -L  28 -    -,L28,Bizauer Straße,RFB 1,2,2.153,Bizauerbachbrücke,L028 002,2002.0,8.0,,153.0,20.0,,False
bruecke,bruecke.214,8    -L  28 -    -,L28,Bizauer Straße,RFB 1,0,0.097,Bayenbrücke,L028 001,1969.0,8.0,,97.0,53.0,,True
bruecke,bruecke.426,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,1,1.031,Viehdurchlass,L029 003,1998.0,8.0,,31.0,24.0,,True
bruecke,bruecke.534,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,2,3.149,Gschwendtobelbrücke,L029 002,1981.0,8.0,,1149.0,41.0,,True
bruecke,bruecke.583,8    -L  29 -    -,L29,Großdorfer Straße,RFB 1,0,0.114,Schmiedlebachbrücke,L029 001,1983.0,8.0,,114.0,39.0,,True
bruecke,bruecke.128,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,6,6.866,Schlattgrabendurchlass,L003 005,1986.0,8.0,,866.0,36.0,,True
bruecke,bruecke.158,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,1,1.304,Fußgängerunterführung Lauterach,L003 001,1972.0,12.5,,304.0,50.0,,True
bruecke,bruecke.206,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,9,9.821,Haselstauderbachbrücke,L003 008,1967.0,12.5,,821.0,55.0,,True
bruecke,bruecke.265,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,7,7.653,Minderachbrücke,L003 006,1938.0,12.5,,653.0,84.0,,True
bruecke,bruecke.272,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,11,11.144,Fischbachbrücke,L003 009,1987.0,12.5,,144.0,35.0,,True
bruecke,bruecke.404,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,8,8.294,Schwarzachbrücke,L003 007,1973.0,12.5,,294.0,49.0,,True
bruecke,bruecke.501,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,5,5.18,Ippachbrücke,L003 015,2014.0,12.5,,180.0,8.0,,False
bruecke,bruecke.608,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,9,9.123,Überquerung Achraintunnel,L003 013,2007.0,12.5,,123.0,15.0,,False
bruecke,bruecke.668,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,6,6.689,Rickenbachbrücke,L003 004,1973.0,12.5,,689.0,49.0,,True
bruecke,bruecke.78,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,2,2.055,Standbachbrücke,L004 003,2014.0,7.5,,55.0,8.0,,False
bruecke,bruecke.212,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,8,8.256,Gehsteigbrücke (Viehdurchlass),L004 005a,1994.0,7.5,,256.0,28.0,,True
bruecke,bruecke.332,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,1,1.338,Rotachbrücke,L004 002,1951.0,7.5,,338.0,71.0,,True
bruecke,bruecke.394,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,1,1.133,Sägerbachbrücke,L004 001,2010.0,7.5,,133.0,12.0,,False
bruecke,bruecke.468,8    -L   4 -    -,L4,Vorderwälder Straße,RFB 1,10,10.694,Brunsttobelbrücke,L004 006,2014.0,7.5,,694.0,8.0,,False
bruecke,bruecke.223,8    -L  40 -    -,L40,Brugger Straße,RFB 1,0,0.303,Rheinbrücke bei Brugg,L040 001,1983.0,7.5,,303.0,39.0,,True
bruecke,bruecke.7,8    -L  41 -    -,L41,Senderstraße,RFB 1,0,0.663,Grindelkanalbrücke,L041 001,1966.0,7.5,,663.0,56.0,,True
bruecke,bruecke.103,8    -L  41 -    -,L41,Senderstraße,RFB 1,5,5.286,V35a Brücke über den Wolfurter Landgraben,L041 006,1979.0,7.5,,286.0,43.0,,True
bruecke,bruecke.127,8    -L  41 -    -,L41,Senderstraße,RFB 1,0,0.81,Scheibenbachbrücke,L041 002,2017.0,7.5,,810.0,5.0,,False
bruecke,bruecke.257,8    -L  41 -    -,L41,Senderstraße,RFB 1,5,5.888,Überführung der L41,B190 050,1979.0,7.5,,888.0,43.0,,True
bruecke,bruecke.356,8    -L  41 -    -,L41,Senderstraße,RFB 1,2,2.752,Koblacherkanalbrücke,L041 003,1988.0,7.5,,752.0,34.0,,True
bruecke,bruecke.381,8    -L  41 -    -,L41,Senderstraße,RFB 1,2,3.037,Dornbirnerachbrücke,L041 005,1916.0,7.5,,1037.0,106.0,,True
bruecke,bruecke.434,8    -L  41 -    -,L41,Senderstraße,RFB 1,2,2.954,Elsässerkanalbrücke,L041 004,1916.0,7.5,,954.0,106.0,,True
bruecke,bruecke.461,8    -L  41 -    -,L41,Senderstraße,RFB 1,5,5.738,Wirtschaftswegdurchlass,L041 007,1979.0,7.5,,738.0,43.0,,True
bruecke,bruecke.15,8    -L  41 -   6-R 2,L41-6-R2,L41 Senderstraße - Rampe 2,RFB 1,0,0.494,Wolfurter Landgrabendurchlass,B190 051,2017.0,7.5,,494.0,5.0,,False
bruecke,bruecke.527,8    -L  42 -    -,L42,Werbenstraße,RFB 1,2,2.916,V52 Überführung der L42,A 14 047,1972.0,7.5,,916.0,50.0,,True
bruecke,bruecke.280,8    -L  44 -    -,L44,Widnauer Straße,RFB 1,1,1.464,Widnauer Rheinbrücke (Grenze),L044 002,1913.0,7.5,,464.0,109.0,,True
bruecke,bruecke.119,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3,3.047,V58a Landgrabenbrücke,L045 002,1970.0,7.5,,47.0,52.0,,True
bruecke,bruecke.198,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3,3.627,Koblacherkanalbrücke,L045 003,1972.0,7.5,,627.0,50.0,,True
bruecke,bruecke.364,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,3,3.586,Wirtschaftswegdurchlass am Koblacherkanal,L045 003a,1996.0,7.5,,586.0,26.0,,True
bruecke,bruecke.412,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,5,5.043,Rheinbrücke Schmitter (Grenze),L045 005,1929.0,7.5,,43.0,93.0,,True
bruecke,bruecke.29,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1,1.051,Fußgängerunterführung und Radweg,L046 002,1985.0,7.5,,51.0,37.0,,True
bruecke,bruecke.186,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1,1.134,Emsbachbrücke,L046 003,1984.0,7.5,,134.0,38.0,,True
bruecke,bruecke.441,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1,1.864,Brücke über den Alten Rhein (Paul Grüninger Brücke),L046 005,2008.0,7.5,,864.0,14.0,,False
bruecke,bruecke.452,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1,1.442,Querung Wasserverband Rheintal,L046 008,1971.0,7.5,,442.0,51.0,,True
bruecke,bruecke.676,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1,1.282,Koblacherkanalbrücke,L046 004,1970.0,7.5,,282.0,52.0,,True
bruecke,bruecke.493,8    -L  47 -    -,L47,Bauernstraße,RFB 1,1,1.522,Emserachbrücke,L047 002,1989.0,7.5,,522.0,33.0,,True
bruecke,bruecke.57,8    -L  48 -    -,L48,Bödelestraße,RFB 1,0,0.965,Steinebachbrücke,L048 001,1980.0,7.5,,965.0,42.0,,True
bruecke,bruecke.87,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7,7.066,Wiesenbrücke,L048 009,1987.0,7.5,,66.0,35.0,,True
bruecke,bruecke.136,8    -L  48 -    -,L48,Bödelestraße,RFB 1,5,5.416,Sägerbachdurchlass,L048 007,1951.0,7.5,,416.0,71.0,,True
bruecke,bruecke.166,8    -L  48 -    -,L48,Bödelestraße,RFB 1,4,4.512,Lumpertobelbrücke,L048 004,1979.0,7.5,,512.0,43.0,,True
bruecke,bruecke.180,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7,7.849,Hornbrücke,L048 011,1987.0,7.5,,849.0,35.0,,True
bruecke,bruecke.226,8    -L  48 -    -,L48,Bödelestraße,RFB 1,9,9.864,Exerbachbrücke,L048 013,2019.0,7.5,,864.0,3.0,,False
bruecke,bruecke.250,8    -L  48 -    -,L48,Bödelestraße,RFB 1,9,9.353,Viehdurchlass,L048 012,1956.0,7.5,,353.0,66.0,,True
bruecke,bruecke.304,8    -L  48 -    -,L48,Bödelestraße,RFB 1,2,2.865,Fußgängerunterführung Watzenegg,L048 015,1972.0,7.5,,865.0,50.0,,True
bruecke,bruecke.406,8    -L  48 -    -,L48,Bödelestraße,RFB 1,15,15.583,Schwarzenbergerbrücke,L048 014,1968.0,7.5,,583.0,54.0,,True
bruecke,bruecke.428,8    -L  48 -    -,L48,Bödelestraße,RFB 1,8,8.206,Losenbachdurchlass,L048 016,1985.0,7.5,,206.0,37.0,,True
bruecke,bruecke.510,8    -L  48 -    -,L48,Bödelestraße,RFB 1,5,5.134,Rickatschwendebrücke,L048 006,1978.0,7.5,,134.0,44.0,,True
bruecke,bruecke.543,8    -L  48 -    -,L48,Bödelestraße,RFB 1,4,4.806,Sägerbachbrücke,L048 005,1979.0,7.5,,806.0,43.0,,True
bruecke,bruecke.571,8    -L  48 -    -,L48,Bödelestraße,RFB 1,3,3.675,Gehrengrabenbrücke,L048 003,1976.0,7.5,,675.0,46.0,,True
bruecke,bruecke.599,8    -L  48 -    -,L48,Bödelestraße,RFB 1,2,2.717,Schwendebachbrücke,L048 002,1972.0,7.5,,717.0,50.0,,True
bruecke,bruecke.624,8    -L  48 -    -,L48,Bödelestraße,RFB 1,6,6.987,Losentobelbrücke,L048 008,1987.0,7.5,,987.0,35.0,,True
bruecke,bruecke.634,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7,7.237,Rothenbachbrücke,L048 010,1987.0,7.5,,237.0,35.0,,True
bruecke,bruecke.111,8    -L  49 -    -,L49,Achrainstraße,RFB 1,2,2.357,Halbseitiges Gewölbe,L049 009,1920.0,7.5,,357.0,102.0,,True
bruecke,bruecke.325,8    -L  49 -    -,L49,Achrainstraße,RFB 1,9,9.275,Dorfbachbrücke,L049 008,1978.0,7.5,,275.0,44.0,,True
bruecke,bruecke.455,8    -L  49 -    -,L49,Achrainstraße,RFB 1,1,1.553,Haselstauderbachbrücke,L049 003,1965.0,7.5,,553.0,57.0,,True
bruecke,bruecke.566,8    -L  49 -    -,L49,Achrainstraße,RFB 1,7,7.718,Staudertobelbrücke,L049 007,1899.0,7.5,,718.0,123.0,,True
bruecke,bruecke.617,8    -L  49 -    -,L49,Achrainstraße,RFB 1,6,6.454,Sägerbachbrücke,L049 005,1899.0,7.5,,454.0,123.0,,True
