typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw,laenge_bw,alter_bw,wandflaeche_bw,old_bw
bruecke,bruecke.397,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0,0.382,Fußgängerunterführung Keckgründe (unterer Hirschgraben bei Garzon),B191 002,1973.0,9.0,,382.0,49.0,,True
bruecke,bruecke.564,8    -L 191a-    -,L191a,Liechtensteiner Straße,RFB 1,0,0.467,Montfortbrücke,B191 003,1974.0,9.0,,467.0,48.0,,True
bruecke,bruecke.50,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,9,9.467,Gargellenbachbrücke,B192 012,1969.0,9.0,,467.0,53.0,,True
bruecke,bruecke.96,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,5,5.661,Suggadinbachbrücke 1,B192 006,1957.0,9.0,,661.0,65.0,,True
bruecke,bruecke.179,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2,2.636,Klehenztobelbrücke,B192 003,1967.0,9.0,,636.0,55.0,,True
bruecke,bruecke.189,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2,2.636,Leitungsträgerbrücke,B192 006a,2022.0,9.0,,636.0,0.0,,False
bruecke,bruecke.215,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,0,0.113,Illbrücke Badmunt,B192 001,1917.0,9.0,,113.0,105.0,,True
bruecke,bruecke.247,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6,6.142,Valiserabrücke,B192 007,2012.0,9.0,,142.0,10.0,,False
bruecke,bruecke.258,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,9,9.963,Valzifenzbachbrücke,B192 013,1971.0,9.0,,963.0,51.0,,True
bruecke,bruecke.266,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7,7.607,Fidelisbachbrücke,B192 015,2006.0,9.0,,607.0,16.0,,False
bruecke,bruecke.324,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7,7.025,Sarottlatobelbrücke,B192 009,2005.0,9.0,,25.0,17.0,,False
bruecke,bruecke.373,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,8,8.584,Röbibachbrücke,B192 010,1989.0,9.0,,584.0,33.0,,True
bruecke,bruecke.405,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,0,0.073,Radwegunterführung Badmunt,B192 014,2000.0,9.0,,73.0,22.0,,False
bruecke,bruecke.427,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2,2.869,Krafttobelbrücke,B192 004,1937.0,9.0,,869.0,85.0,,True
bruecke,bruecke.454,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6,6.734,"Fischbachbrücke LW 2,50",B192 017,2006.0,9.0,,734.0,16.0,,False
bruecke,bruecke.470,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,2,2.372,Gweilbachbrücke,B192 002,1988.0,9.0,,372.0,34.0,,True
bruecke,bruecke.486,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,8,8.854,Rongbachbrücke,B192 011,1990.0,9.0,,854.0,32.0,,True
bruecke,bruecke.503,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,7,7.303,"Plattenbrücke LW 2,50",B192 016,2006.0,9.0,,303.0,16.0,,False
bruecke,bruecke.632,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,6,6.637,Suggadinbachbrücke 2,B192 008,1967.0,9.0,,637.0,55.0,,True
bruecke,bruecke.669,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,5,5.454,Tiefgrabenbrücke,B192 005,1958.0,9.0,,454.0,64.0,,True
bruecke,bruecke.8,8    -L 193 -    -,L193,Faschinastraße,RFB 1,38,38.594,Bregenzerachbrücke Au,B193 045,1980.0,7.2,,594.0,42.0,,True
bruecke,bruecke.14,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18,18.45,Rüfanerbachbrücke,B193 019,1900.0,7.2,,450.0,122.0,,True
bruecke,bruecke.37,8    -L 193 -    -,L193,Faschinastraße,RFB 1,13,13.867,Eschtobelbrücke,B193 014,1957.0,7.2,,867.0,65.0,,True
bruecke,bruecke.44,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32,32.145,Gaistobelbrücke (Laubenbach),B193 033,1954.0,7.2,,145.0,68.0,,True
bruecke,bruecke.58,8    -L 193 -    -,L193,Faschinastraße,RFB 1,27,27.86,Oberdamülserbachdurchlass,B193 028,1982.0,7.2,,860.0,40.0,,True
bruecke,bruecke.74,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.513,Kiesgrubenbrücke,B193 037,1969.0,7.2,,513.0,53.0,,True
bruecke,bruecke.88,8    -L 193 -    -,L193,Faschinastraße,RFB 1,16,16.397,Ladritschbrücke,B193 017,1880.0,7.2,,397.0,142.0,,True
bruecke,bruecke.110,8    -L 193 -    -,L193,Faschinastraße,RFB 1,15,15.465,Fischbrücke,B193 016,1954.0,7.2,,465.0,68.0,,True
bruecke,bruecke.120,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12,13.019,Hangbrücke 1,B193 012,1968.0,7.2,,1019.0,54.0,,True
bruecke,bruecke.133,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.935,Spargewölbe Prof 82-84,B193 048,1954.0,7.2,,935.0,68.0,,True
bruecke,bruecke.143,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32,32.341,Argenwaldbrücke,B193 034,1959.0,7.2,,341.0,63.0,,True
bruecke,bruecke.173,8    -L 193 -    -,L193,Faschinastraße,RFB 1,4,4.123,Lutzbrücke,B193 003,1946.0,7.2,,123.0,76.0,,True
bruecke,bruecke.181,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.995,Stucklitobelbrücke,B193 039,1954.0,7.2,,995.0,68.0,,True
bruecke,bruecke.187,8    -L 193 -    -,L193,Faschinastraße,RFB 1,13,13.497,Litzentobelbrücke,B193 013,1932.0,7.2,,497.0,90.0,,True
bruecke,bruecke.207,8    -L 193 -    -,L193,Faschinastraße,RFB 1,28,28.802,Krumbachbrücke,B193 030,1983.0,7.2,,802.0,39.0,,True
bruecke,bruecke.217,8    -L 193 -    -,L193,Faschinastraße,RFB 1,36,36.913,Argenbachbrücke,B193 044,1962.0,7.2,,913.0,60.0,,True
bruecke,bruecke.224,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20,20.089,Rohrdurchlass Buchholzgraben,B193 022,1973.0,7.2,,89.0,49.0,,True
bruecke,bruecke.273,8    -L 193 -    -,L193,Faschinastraße,RFB 1,34,34.772,Ledertobelbrücke,B193 041,1972.0,7.2,,772.0,50.0,,True
bruecke,bruecke.279,8    -L 193 -    -,L193,Faschinastraße,RFB 1,11,11.705,Gehsteigüberdeckung Durchlasseinlaufbauwerk,B193 050,1999.0,7.2,,705.0,23.0,,True
bruecke,bruecke.288,8    -L 193 -    -,L193,Faschinastraße,RFB 1,7,7.175,Schloßtobelbrücke,B193 007,1998.0,7.2,,175.0,24.0,,True
bruecke,bruecke.305,8    -L 193 -    -,L193,Faschinastraße,RFB 1,32,32.855,Hangbrücke 2,B193 035,1969.0,7.2,,855.0,53.0,,True
bruecke,bruecke.311,8    -L 193 -    -,L193,Faschinastraße,RFB 1,23,23.261,Angerlitterbrücke,B193 025,1968.0,7.2,,261.0,54.0,,True
bruecke,bruecke.318,8    -L 193 -    -,L193,Faschinastraße,RFB 1,1,1.26,Mühlbachdurchlass,B193 002,1992.0,7.2,,260.0,30.0,,True
bruecke,bruecke.333,8    -L 193 -    -,L193,Faschinastraße,RFB 1,35,35.624,Wiesbachbrücke,B193 042,1963.0,7.2,,624.0,59.0,,True
bruecke,bruecke.357,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18,18.306,Türtschbrücke,B193 018,1938.0,7.2,,306.0,84.0,,True
bruecke,bruecke.365,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20,20.393,Kehrenbrücke,B193 023,1975.0,7.2,,393.0,47.0,,True
bruecke,bruecke.377,8    -L 193 -    -,L193,Faschinastraße,RFB 1,29,29.841,Plattentobelbrücke,B193 031,2011.0,7.2,,841.0,11.0,,False
bruecke,bruecke.389,8    -L 193 -    -,L193,Faschinastraße,RFB 1,19,19.779,Atzibachbrücke,B193 021,1974.0,7.2,,779.0,48.0,,True
bruecke,bruecke.419,8    -L 193 -    -,L193,Faschinastraße,RFB 1,4,4.203,Brücke über die Druckrohrleitung der VKW,B193 004,1958.0,7.2,,203.0,64.0,,True
bruecke,bruecke.442,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.743,Großtobelbrücke,B193 038,1957.0,7.2,,743.0,65.0,,True
bruecke,bruecke.448,8    -L 193 -    -,L193,Faschinastraße,RFB 1,31,31.116,Bertschtobelbrücke,B193 032,1952.0,7.2,,116.0,70.0,,True
bruecke,bruecke.462,8    -L 193 -    -,L193,Faschinastraße,RFB 1,24,24.239,Fadtobelbrücke,B193 026,1974.0,7.2,,239.0,48.0,,True
bruecke,bruecke.478,8    -L 193 -    -,L193,Faschinastraße,RFB 1,9,9.55,Rottobelbrücke,B193 008,2001.0,7.2,,550.0,21.0,,False
bruecke,bruecke.494,8    -L 193 -    -,L193,Faschinastraße,RFB 1,5,5.179,Schwarzbachbrücke 1,B193 005,1953.0,7.2,,179.0,69.0,,True
bruecke,bruecke.517,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.602,Spargewölbe Prof 18,B193 049,1954.0,7.2,,602.0,68.0,,True
bruecke,bruecke.528,8    -L 193 -    -,L193,Faschinastraße,RFB 1,5,5.884,Schwarzbachbrücke 2,B193 006,1837.0,7.2,,884.0,185.0,,True
bruecke,bruecke.550,8    -L 193 -    -,L193,Faschinastraße,RFB 1,14,14.715,Spargewölbe,B193 015,1954.0,7.2,,715.0,68.0,,True
bruecke,bruecke.557,8    -L 193 -    -,L193,Faschinastraße,RFB 1,0,0.622,Radwegunterführung,B193 047,2003.0,7.2,,622.0,19.0,,False
bruecke,bruecke.572,8    -L 193 -    -,L193,Faschinastraße,RFB 1,33,33.407,Gerstenbachbrücke,B193 036,1969.0,7.2,,407.0,53.0,,True
bruecke,bruecke.578,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12,12.768,Mühletobelbrücke,B193 011,1968.0,7.2,,768.0,54.0,,True
bruecke,bruecke.609,8    -L 193 -    -,L193,Faschinastraße,RFB 1,0,0.963,W21/22 Überführung der B193,A 14 122,1992.0,7.2,,963.0,30.0,,True
bruecke,bruecke.618,8    -L 193 -    -,L193,Faschinastraße,RFB 1,34,34.23,Mülsertobelbrücke,B193 040,1957.0,7.2,,230.0,65.0,,True
bruecke,bruecke.625,8    -L 193 -    -,L193,Faschinastraße,RFB 1,18,18.527,Hangbodenbrücke,B193 020,1960.0,7.2,,527.0,62.0,,True
bruecke,bruecke.635,8    -L 193 -    -,L193,Faschinastraße,RFB 1,20,20.76,Buchholzbrücke,B193 024,1975.0,7.2,,760.0,47.0,,True
bruecke,bruecke.643,8    -L 193 -    -,L193,Faschinastraße,RFB 1,10,10.846,Hölltobelbrücke,B193 009,2017.0,7.2,,846.0,5.0,,False
bruecke,bruecke.654,8    -L 193 -    -,L193,Faschinastraße,RFB 1,36,36.164,Riedbachbrücke,B193 043,1962.0,7.2,,164.0,60.0,,True
bruecke,bruecke.662,8    -L 193 -    -,L193,Faschinastraße,RFB 1,12,12.293,Rüfitobelbrücke,B193 010,1970.0,7.2,,293.0,52.0,,True
bruecke,bruecke.82,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,16,16.285,Grätatöbelebrücke,B197 006,1962.0,8.0,,285.0,60.0,,True
bruecke,bruecke.104,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,16,16.162,Langwiesbrücke,B197 005,2003.0,8.0,,162.0,19.0,,False
bruecke,bruecke.488,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,13,13.917,Rauzbachbrücke,B197 002,1999.0,8.0,,917.0,23.0,,True
bruecke,bruecke.544,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,12,12.19,Brücke in der oberen hohen Mauer,B197 001,1900.0,8.0,,190.0,122.0,,True
bruecke,bruecke.137,8    -L 197 -    -D,L197-D,Arlbergstraße (Doppelkilometer),RFB 1,14,14.177,Valfagehrbachdurchlass,B197 003,1994.0,8.0,,177.0,28.0,,True
bruecke,bruecke.230,8    -L 197 -    -D,L197-D,Arlbergstraße (Doppelkilometer),RFB 1,14,14.447,Viehbrücke,B197 015,2016.0,8.0,,447.0,6.0,,False
bruecke,bruecke.24,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14,14.668,Rüfetobelbrücke,B198 021,1905.0,6.0,,668.0,117.0,,True
bruecke,bruecke.30,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5,5.052,Zweite Zürsbachbrücke,B198 009,1951.0,6.0,,52.0,71.0,,True
bruecke,bruecke.38,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9,9.251,Mühlebrücke,B198 014,1956.0,6.0,,251.0,66.0,,True
bruecke,bruecke.52,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,17,17.753,Krumbachbrücke (Grenze),B198 025,1907.0,6.0,,753.0,115.0,,True
bruecke,bruecke.86,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5,5.809,Monzabonbachbrücke,B198 011,2009.0,6.0,,809.0,13.0,,False
bruecke,bruecke.157,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9,9.693,Fußgängerunterführung Hotel Krone,B198 031,2011.0,6.0,,693.0,11.0,,False
bruecke,bruecke.167,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,8,8.743,Eberabrücke,B198 012,1956.0,6.0,,743.0,66.0,,True
bruecke,bruecke.175,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14,14.155,Wangtobelbrücke,B198 020,1905.0,6.0,,155.0,117.0,,True
bruecke,bruecke.199,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.602,Brücke über den Stubenbach,B198 005,1939.0,6.0,,602.0,83.0,,True
bruecke,bruecke.251,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,10,10.158,Burgtobelbrücke,B198 017,1959.0,6.0,,158.0,63.0,,True
bruecke,bruecke.268,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,15,15.15,Apriltobelbrücke,B198 023,1949.0,6.0,,150.0,73.0,,True
bruecke,bruecke.281,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4,4.453,Fußg Unterführung Hotel Zürersee/Alpenrose,B198 029,2005.0,6.0,,453.0,17.0,,False
bruecke,bruecke.289,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9,9.893,Tiefgarage mit Verbindungstunnel,B198 041,2019.0,6.0,,893.0,3.0,,False
bruecke,bruecke.350,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.184,Spargewölbe 1,B198 027,1935.0,6.0,,184.0,87.0,,True
bruecke,bruecke.359,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.289,Untere Flexenkopfbrücke,B198 003,1920.0,6.0,,289.0,102.0,,True
bruecke,bruecke.375,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,12,12.154,Gaisbachbrücke,B198 018,1905.0,6.0,,154.0,117.0,,True
bruecke,bruecke.382,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,10,10.118,Lechlandbrücke,B198 016,1959.0,6.0,,118.0,63.0,,True
bruecke,bruecke.407,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,13,13.193,Karbachbrücke,B198 019,1905.0,6.0,,193.0,117.0,,True
bruecke,bruecke.413,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.507,Spargewölbe 2,B198 028,1935.0,6.0,,507.0,87.0,,True
bruecke,bruecke.435,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4,4.954,Erste Zürsbachbrücke,B198 008,1951.0,6.0,,954.0,71.0,,True
bruecke,bruecke.456,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4,4.862,Schröflebachbrücke,B198 007,2007.0,6.0,,862.0,15.0,,False
bruecke,bruecke.481,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,14,14.783,Glattecktobelbrücke,B198 022,1905.0,6.0,,783.0,117.0,,True
bruecke,bruecke.492,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5,5.782,Dritte Zürsbachbrücke,B198 010,2009.0,6.0,,782.0,13.0,,False
bruecke,bruecke.511,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,8,8.893,Mühlelochbrücke,B198 013,1910.0,6.0,,893.0,112.0,,True
bruecke,bruecke.521,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9,9.403,Omesbrücke,B198 015,1956.0,6.0,,403.0,66.0,,True
bruecke,bruecke.533,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,9,9.555,Überdeckung Krachertobeldurchlass für Gehsteigkonstruktion,B198 039,1965.0,6.0,,555.0,57.0,,True
bruecke,bruecke.586,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.358,Obere Flexenkopfbrücke,B198 004,1938.0,6.0,,358.0,84.0,,True
bruecke,bruecke.594,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,17,17.351,Hangbrücke,B198 024,1971.0,6.0,,351.0,51.0,,True
bruecke,bruecke.598,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2,2.084,Hölltobelbrücke,B198 002,2009.0,6.0,,84.0,13.0,,False
bruecke,bruecke.600,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,3,3.02,Dörlisbodenbrücke,B198 006,1951.0,6.0,,20.0,71.0,,True
bruecke,bruecke.2,8    -L   2 -    -,L2,Langener Straße,RFB 1,1,1.508,Fallenderbachbrücke,L002 001,1977.0,7.5,,508.0,45.0,,True
bruecke,bruecke.76,8    -L   2 -    -,L2,Langener Straße,RFB 1,13,13.991,Kesselbachbrücke (Grenze),L002 013,1907.0,7.5,,991.0,115.0,,True
bruecke,bruecke.131,8    -L   2 -    -,L2,Langener Straße,RFB 1,12,12.278,Durchlass Weißenhuberbach,L002 014,2000.0,7.5,,278.0,22.0,,False
bruecke,bruecke.234,8    -L   2 -    -,L2,Langener Straße,RFB 1,10,10.759,Viehdurchlass 4,L002 012,1982.0,7.5,,759.0,40.0,,True
bruecke,bruecke.315,8    -L   2 -    -,L2,Langener Straße,RFB 1,0,0.74,Überführung der L2 über den Citytunnel,A 14 T02,2022.0,7.5,,740.0,0.0,,False
bruecke,bruecke.429,8    -L   2 -    -,L2,Langener Straße,RFB 1,5,5.105,Schülenbachdurchlass,L002 007,1961.0,7.5,,105.0,61.0,,True
bruecke,bruecke.437,8    -L   2 -    -,L2,Langener Straße,RFB 1,2,2.874,Kusterbergbrücke,L002 003,1980.0,7.5,,874.0,42.0,,True
bruecke,bruecke.472,8    -L   2 -    -,L2,Langener Straße,RFB 1,4,5.017,Hocheckbrücke,L002 006,1962.0,7.5,,1017.0,60.0,,True
bruecke,bruecke.538,8    -L   2 -    -,L2,Langener Straße,RFB 1,7,7.932,Viehdurchlass 3,L002 010,1981.0,7.5,,932.0,41.0,,True
bruecke,bruecke.580,8    -L   2 -    -,L2,Langener Straße,RFB 1,6,6.78,Wirtatobelbrücke,L002 009,1954.0,7.5,,780.0,68.0,,True
bruecke,bruecke.647,8    -L   2 -    -,L2,Langener Straße,RFB 1,10,10.347,Leckenbachbrücke,L002 011,1981.0,7.5,,347.0,41.0,,True
bruecke,bruecke.671,8    -L   2 -    -,L2,Langener Straße,RFB 1,6,6.171,Hangbrücke,L002 008,1969.0,7.5,,171.0,53.0,,True
bruecke,bruecke.98,8    -L  20 -    -,L20,Dorener Straße,RFB 1,6,6.329,Eyenbachbrücke (Grenze),L020 002,1920.0,7.5,,329.0,102.0,,True
bruecke,bruecke.505,8    -L  20 -    -,L20,Dorener Straße,RFB 1,1,1.025,Tobelbrücke,L020 001,1953.0,7.5,,25.0,69.0,,True
bruecke,bruecke.16,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,29,29.986,Fluhbachbrücke,B200 026,1975.0,9.0,,986.0,47.0,,True
bruecke,bruecke.18,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47,47.08,Bregenzerachbrücke beim Felderbrünnele,B200 042,1965.0,9.0,,80.0,57.0,,True
bruecke,bruecke.40,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53,53.947,Litzetobeldurchlass,B200 052,1986.0,9.0,,947.0,36.0,,True
bruecke,bruecke.46,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45,45.508,Bodenbrücke,B200 038,1960.0,9.0,,508.0,62.0,,True
bruecke,bruecke.68,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,5,5.38,Schwarzachbrücke,B200 083,2007.0,9.0,,380.0,15.0,,False
bruecke,bruecke.90,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54,54.966,Seebachbrücke 2,B200 055,1987.0,9.0,,966.0,35.0,,True
bruecke,bruecke.116,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,52,52.931,Tannbergbrücke,B200 049,1935.0,9.0,,931.0,87.0,,True
bruecke,bruecke.121,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,22,22.5,Kellengrabendurchlass,B200 074,2005.0,9.0,,500.0,17.0,,False
bruecke,bruecke.125,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,17,17.77,Pfisterbachbrücke,B200 019,1970.0,9.0,,770.0,52.0,,True
bruecke,bruecke.144,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45,45.32,Schrecksbachbrücke,B200 037,1992.0,9.0,,320.0,30.0,,True
bruecke,bruecke.146,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,22,22.815,Viedurchlass Objekt V10,B200 075,2005.0,9.0,,815.0,17.0,,False
bruecke,bruecke.153,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15,15.758,Hangbrücke Tuppen 1,B200 013,1976.0,9.0,,758.0,46.0,,True
bruecke,bruecke.155,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,25,25.428,Holzsteinbachbrücke,B200 022,1972.0,9.0,,428.0,50.0,,True
bruecke,bruecke.161,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,16,16.44,Hangbrücke Tuppen 4,B200 016,1976.0,9.0,,440.0,46.0,,True
bruecke,bruecke.169,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,59,59.737,Viehdurchlass Drexel,B200 064,1938.0,9.0,,737.0,84.0,,True
bruecke,bruecke.190,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54,54.879,Litzetobelbrücke,B200 054,1988.0,9.0,,879.0,34.0,,True
bruecke,bruecke.205,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,13,13.518,Spargewölbe-Auslaufbauwerk Rohrdurchlass,B200 091,1952.0,9.0,,518.0,70.0,,True
bruecke,bruecke.208,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,24,24.671,Sporenbrücke,B200 021,1972.0,9.0,,671.0,50.0,,True
bruecke,bruecke.210,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,12,12.428,Gewölbedurchlass 3 (Froisbach),B200 069,1905.0,9.0,,428.0,117.0,,True
bruecke,bruecke.227,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27,27.073,Zubringerunterführung,B200 023,1975.0,9.0,,73.0,47.0,,True
bruecke,bruecke.236,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,47,47.506,Aufgelöste Stützmauer Prof 33-42 (Halbbrücke),B200 085,1959.0,9.0,,506.0,63.0,,True
bruecke,bruecke.245,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,0,0.04,Radwegunterführung Pfeiler L200,B200 078,2008.0,9.0,,40.0,14.0,,False
bruecke,bruecke.260,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50,50.225,Wasserfallbrücke,B200 045,1963.0,9.0,,225.0,59.0,,True
bruecke,bruecke.262,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,27,27.119,Brücke über die  Wälderbahn,B200 024,1975.0,9.0,,119.0,47.0,,True
bruecke,bruecke.276,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53,53.647,Heimbodenbrücke,B200 050,1986.0,9.0,,647.0,36.0,,True
bruecke,bruecke.290,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,39,39.695,Jagdhausenbrücke,B200 033,1967.0,9.0,,695.0,55.0,,True
bruecke,bruecke.293,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,48,48.991,Hopfrebenerbachbrücke,B200 043,1959.0,9.0,,991.0,63.0,,True
bruecke,bruecke.300,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15,16.151,Hangbrücke Tuppen 2,B200 014,1976.0,9.0,,1151.0,46.0,,True
bruecke,bruecke.307,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54,54.367,Kehrenbrücke,B200 053,1988.0,9.0,,367.0,34.0,,True
bruecke,bruecke.313,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,13,13.489,Müselbachergraben,B200 010,1952.0,9.0,,489.0,70.0,,True
bruecke,bruecke.320,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45,45.72,Himmelriesebrücke,B200 039,1960.0,9.0,,720.0,62.0,,True
bruecke,bruecke.326,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,15,15.424,Vogelkennerbachbrücke,B200 012,1974.0,9.0,,424.0,48.0,,True
bruecke,bruecke.335,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,60,60.809,Krumbachbrücke,B200 067,1948.0,9.0,,809.0,74.0,,True
bruecke,bruecke.343,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,0,0.828,Ochsenmahddurchlass,B200 080,2008.0,9.0,,828.0,14.0,,False
bruecke,bruecke.353,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,59,59.107,Bergundbachbrücke,B200 062,1938.0,9.0,,107.0,84.0,,True
bruecke,bruecke.367,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,56,56.445,Steinigwiesdurchlass,B200 059,1951.0,9.0,,445.0,71.0,,True
bruecke,bruecke.390,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,42,42.808,Schrannebachbrücke,B200 036,1950.0,9.0,,808.0,72.0,,True
bruecke,bruecke.392,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,31,31.411,Bregenzerachbrücke Mellau,B200 028,1975.0,9.0,,411.0,47.0,,True
bruecke,bruecke.399,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,34,34.035,Engebrücke,B200 029,1977.0,9.0,,35.0,45.0,,True
bruecke,bruecke.401,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,30,30.119,Simonsbachbrücke,B200 027,1975.0,9.0,,119.0,47.0,,True
bruecke,bruecke.420,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45,45.939,Bregenzerachbrücke E Werk,B200 040,1965.0,9.0,,939.0,57.0,,True
bruecke,bruecke.422,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,46,46.024,Sennauerbrücke,B200 041,1959.0,9.0,,24.0,63.0,,True
bruecke,bruecke.444,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53,53.894,Seebachbrücke 1,B200 051,1987.0,9.0,,894.0,35.0,,True
